Retailer,Retailer ID,Region,State,City,Product,Price per Unit,Unit Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Walmart,1128299,Southeast,Florida,Orlando,Men's Apparel,58,147,8526,2302,0.27,Outlet
Walmart,1128299,Southeast,Florida,Orlando,Women's Apparel,66,198,13068,6534,0.5,Outlet
Walmart,1128299,Southeast,Florida,Orlando,Men's Street Footwear,58,280,16240,5846,0.36,Outlet
Walmart,1128299,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,14080,4365,0.31,Outlet
West Gear,1128299,Southeast,Florida,Orlando,Women's Street Footwear,64,204,13056,4308,0.33,Outlet
West Gear,1128299,Southeast,Florida,Orlando,Women's Athletic Footwear,58,204,11832,4023,0.34,Outlet
West Gear,1128299,Southeast,Florida,Orlando,Men's Apparel,64,179,11456,2979,0.26,Outlet
West Gear,1128299,Southeast,Florida,Orlando,Women's Apparel,64,200,12800,6144,0.48,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Men's Street Footwear,30,272,8160,4162,0.51,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Men's Athletic Footwear,36,221,7956,3182,0.4,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Women's Street Footwear,26,202,5252,1523,0.29,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Women's Athletic Footwear,30,170,5100,1887,0.37,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Men's Apparel,36,193,6948,2849,0.41,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Women's Apparel,35,221,7735,4254,0.55,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Men's Street Footwear,36,288,10368,4873,0.47,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Men's Athletic Footwear,31,165,5115,2097,0.41,Outlet
West Gear,1185732,Southeast,Florida,Orlando,Women's Street Footwear,23,204,4692,1501,0.32,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,28,64,1792,735,0.41,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,29,39,1131,509,0.45,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,30,107,3210,1156,0.36,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,30,162,4860,1847,0.38,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,98,3430,1406,0.41,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,43,112,4816,1975,0.41,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,78,2964,1156,0.39,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,43,33,1419,596,0.42,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,35,102,3570,1285,0.36,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,38,147,5586,2067,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,44,85,3740,1533,0.41,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,41,114,4674,1729,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,32,68,2176,914,0.42,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,40,40,1600,672,0.42,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,47,90,4230,1523,0.36,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,39,175,6825,2730,0.4,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,40,105,4200,1722,0.41,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,37,109,4033,1492,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,33,85,2805,1066,0.38,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,34,54,1836,789,0.43,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,44,168,7392,2587,0.35,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,37,233,8621,3190,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,45,221,9945,4077,0.41,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,58,208,12064,4464,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,61,184,11224,4602,0.41,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,68,128,8704,4004,0.46,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,82,231,18942,7009,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,60,272,16320,6038,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,60,224,13440,5107,0.38,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,62,208,12896,4900,0.38,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,65,187,12155,5105,0.42,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,72,210,15120,6502,0.43,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,82,186,15252,5033,0.33,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,67,272,18224,7290,0.4,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,53,240,12720,5342,0.42,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,53,215,11395,4216,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,52,136,7072,2758,0.39,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,51,132,6732,3029,0.45,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,55,80,4400,1496,0.34,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,35,149,5215,2190,0.42,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,43,153,6579,2566,0.39,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,34,78,2652,1061,0.4,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,37,70,2590,1036,0.4,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,39,74,2886,1356,0.47,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,33,83,2739,986,0.36,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,28,119,3332,1333,0.4,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,39,173,6747,2564,0.38,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,39,119,4641,1949,0.42,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,31,101,3131,1158,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,42,105,4410,2073,0.47,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,40,109,4360,1395,0.32,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,34,173,5882,2470,0.42,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,34,221,7514,2780,0.37,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,33,143,4719,1840,0.39,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,36,144,5184,2022,0.39,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,56,136,7616,3351,0.44,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,60,176,10560,3485,0.33,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,49,248,12152,4861,0.4,Outlet
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,54,225,12150,4982,0.41,Outlet
Sports Direct,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,53,165,8745,3498,0.4,Outlet
Sports Direct,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,51,176,8976,3501,0.39,Outlet
Sports Direct,1128299,Southeast,Virginia,Richmond,Men's Apparel,59,157,9263,3890,0.42,Outlet
Sports Direct,1128299,Southeast,Virginia,Richmond,Women's Apparel,65,190,12350,4323,0.35,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Street Footwear,23,233,5359,2787,0.52,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Athletic Footwear,28,187,5236,2461,0.47,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Women's Street Footwear,18,176,3168,1014,0.32,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Women's Athletic Footwear,21,136,2856,1200,0.42,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Apparel,30,140,4200,1890,0.45,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Women's Apparel,25,193,4825,2799,0.58,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,6656,3661,0.55,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Athletic Footwear,27,153,4131,1859,0.45,Outlet
Sports Direct,1185732,Southeast,Virginia,Richmond,Women's Street Footwear,17,170,2890,1040,0.36,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,16,93,1488,625,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,28,120,3360,1411,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,18,149,2682,1475,0.55,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,20,228,4560,1961,0.43,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,22,105,2310,924,0.4,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,16,140,2240,874,0.39,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,20,75,1500,630,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,28,90,2520,1008,0.4,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,21,140,2940,1676,0.57,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,20,194,3880,1785,0.46,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,20,111,2220,821,0.37,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,10,107,1070,439,0.41,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,14,75,1050,473,0.45,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,24,88,2112,824,0.39,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,20,136,2720,1414,0.52,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,27,228,6156,2647,0.43,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,22,128,2816,1183,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,19,109,2071,787,0.38,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,19,94,1786,768,0.43,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,29,90,2610,1096,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,32,128,4096,2335,0.57,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,21,208,4368,1878,0.43,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,18,132,2376,950,0.4,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,13,128,1664,616,0.37,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,13,132,1716,738,0.43,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,24,132,3168,1172,0.37,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,32,190,6080,3283,0.54,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,28,248,6944,2986,0.43,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,20,182,3640,1420,0.39,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,19,157,2983,1163,0.39,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,16,128,2048,963,0.47,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,28,140,3920,1490,0.38,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,32,204,6528,3590,0.55,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,27,248,6696,3147,0.47,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,28,179,5012,2105,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,23,158,3634,1490,0.41,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,14,124,1736,816,0.47,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,23,109,2507,978,0.39,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,27,184,4968,2832,0.57,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,23,228,5244,2360,0.45,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,19,158,3002,1141,0.38,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,7,105,735,309,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,7,111,777,357,0.46,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,16,114,1824,748,0.41,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,18,132,2376,1354,0.57,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,24,201,4824,2267,0.47,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,14,132,1848,739,0.4,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,13,90,1170,480,0.41,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,13,94,1222,562,0.46,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,20,85,1700,663,0.39,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,25,140,3500,1890,0.54,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,22,165,3630,1561,0.43,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,14,136,1904,743,0.39,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,14,107,1498,629,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,15,124,1860,781,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,28,123,3444,1309,0.38,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,35,158,5530,3042,0.55,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Street Footwear,29,231,6699,3082,0.46,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Athletic Footwear,22,170,3740,1571,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Street Footwear,20,153,3060,1132,0.37,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Athletic Footwear,22,136,2992,1257,0.42,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Men's Apparel,27,124,3348,1373,0.41,Outlet
West Gear,1185732,West,Utah,Salt Lake City,Women's Apparel,29,170,4930,2564,0.52,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Men's Street Footwear,24,109,2616,968,0.37,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Men's Athletic Footwear,29,123,3567,1427,0.4,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Women's Street Footwear,31,105,3255,1269,0.39,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Women's Athletic Footwear,30,68,2040,775,0.38,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Men's Apparel,35,53,1855,853,0.46,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Women's Apparel,28,132,3696,1257,0.34,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Men's Street Footwear,22,153,3366,1380,0.41,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Men's Athletic Footwear,29,123,3567,1498,0.42,Outlet
West Gear,1128299,West,Utah,Salt Lake City,Women's Street Footwear,28,123,3444,1274,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,29,64,1856,761,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,32,43,1376,605,0.44,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,28,98,2744,960,0.35,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,28,143,4004,1602,0.4,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,40,98,3920,1607,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,41,112,4592,1745,0.38,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,39,75,2925,1082,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,43,30,1290,568,0.44,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,40,90,3600,1260,0.35,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,44,166,7304,2849,0.39,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,39,88,3432,1407,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,47,114,5358,2197,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,34,70,2380,881,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,36,39,1404,590,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,49,90,4410,1499,0.34,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,39,155,6045,2539,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,36,109,3924,1570,0.4,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,39,119,4641,1810,0.39,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,33,94,3102,1210,0.39,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,33,58,1914,842,0.44,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,46,173,7958,2865,0.36,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,43,240,10320,3922,0.38,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,47,202,9494,3893,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,53,208,11024,4299,0.39,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,62,179,11098,4550,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,67,140,9380,4315,0.46,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,74,231,17094,5641,0.33,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,60,298,17880,7510,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,66,217,14322,5872,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,66,221,14586,6126,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,61,171,10431,4277,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,68,198,13464,6193,0.46,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,78,204,15912,5569,0.35,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,69,256,17664,6536,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,62,256,15872,6666,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,50,215,10750,4300,0.4,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,50,128,6400,2432,0.38,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,53,136,7208,3027,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,53,88,4664,1726,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,34,149,5066,1874,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,43,158,6794,2582,0.38,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,39,83,3237,1360,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,38,62,2356,990,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,48,77,3696,1552,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,36,85,3060,979,0.32,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,29,119,3451,1346,0.39,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,37,179,6623,2517,0.38,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,37,109,4033,1492,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,34,114,3876,1512,0.39,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,40,93,3720,1674,0.45,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,41,123,5043,1866,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,34,190,6460,2390,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,37,202,7474,2915,0.39,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,32,152,4864,2043,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,39,149,5811,2383,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,50,145,7250,3335,0.46,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,53,165,8745,3236,0.37,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,51,225,11475,4820,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,56,233,13048,5219,0.4,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,48,193,9264,3798,0.41,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,53,165,8745,3411,0.39,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,54,157,8478,3985,0.47,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,55,201,11055,3759,0.34,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,28,120,3360,1411,0.42,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,31,124,3844,1691,0.44,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,33,128,4224,1816,0.43,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Athletic Footwear,34,78,2652,1220,0.46,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Apparel,33,68,2244,1144,0.51,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Apparel,34,140,4760,1904,0.4,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Street Footwear,24,175,4200,1890,0.45,Outlet
West Gear,1128299,West,Oregon,Portland,Men's Athletic Footwear,31,124,3844,1653,0.43,Outlet
West Gear,1128299,West,Oregon,Portland,Women's Street Footwear,34,132,4488,1930,0.43,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Athletic Footwear,33,75,2475,1163,0.47,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Apparel,33,53,1749,822,0.47,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Apparel,32,131,4192,1551,0.37,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Street Footwear,29,179,5191,2388,0.46,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Athletic Footwear,38,120,4560,2006,0.44,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Street Footwear,39,120,4680,2106,0.45,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Athletic Footwear,43,96,4128,1775,0.43,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Apparel,40,50,2000,1020,0.51,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Apparel,29,109,3161,1170,0.37,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Street Footwear,38,168,6384,3000,0.47,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Athletic Footwear,36,107,3852,1772,0.46,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Street Footwear,40,120,4800,2016,0.42,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Athletic Footwear,27,91,2457,1106,0.45,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Apparel,34,56,1904,971,0.51,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Apparel,39,123,4797,1775,0.37,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Street Footwear,32,176,5632,2422,0.43,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Athletic Footwear,40,128,5120,2253,0.44,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Street Footwear,37,136,5032,2113,0.42,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Athletic Footwear,33,101,3333,1433,0.43,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Apparel,32,77,2464,1183,0.48,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Apparel,46,178,8188,3275,0.4,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Street Footwear,47,256,12032,5655,0.47,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Athletic Footwear,55,224,12320,5544,0.45,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Street Footwear,55,210,11550,5082,0.44,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Athletic Footwear,59,184,10856,5102,0.47,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Apparel,70,153,10710,5034,0.47,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Apparel,80,248,19840,8134,0.41,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Street Footwear,62,306,18972,8158,0.43,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Athletic Footwear,67,248,16616,7643,0.46,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Street Footwear,69,210,14490,6810,0.47,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Athletic Footwear,62,198,12276,5524,0.45,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Apparel,73,221,16133,7905,0.49,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Apparel,81,208,16848,6908,0.41,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Street Footwear,73,255,18615,8749,0.47,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Men's Athletic Footwear,57,256,14592,6420,0.44,Outlet
West Gear,1128299,South,Louisiana,New Orleans,Women's Street Footwear,50,217,10850,4557,0.42,Outlet
